0,Musica rapida,\n
0,Musica lenta,\n
0,Para bailar,\n
0,Oldie,\n
0,Letra profunda,\n
0,En espanol,\n
0,En ingles,\n
0,60's,\n
0,70's,\n
0,80's,\n
0,90's,\n
0,Remix,\n
0,Dueto,\n
0,Cover,\n
0,Balada,\n
0,Letra romantica,\n
0,Indie,\n
0,Acustica,\n
0,Musica sad,\n
0,Musica feliz,\n
