1,1,\n
1,2,\n
1,7,\n
1,15,\n
1,16,\n
1,5,\n
2,1,\n
2,2,\n
2,11,\n
2,15,\n
2,5,\n
3,1,\n
3,2,\n
3,3,\n
3,7,\n
3,5,\n
4,1,\n
4,11,\n
4,7,\n
5,1,\n
5,2,\n
5,4,\n
5,7,\n
5,10,\n
5,15,\n
6,1,\n
6,2,\n
6,5,\n
6,7,\n
6,13,\n
7,1,\n
7,3,\n
7,6,\n
7,16,\n
8,1,\n
8,2,\n
8,7,\n
8,11,\n
8,20,\n
9,1,\n
9,3,\n
9,7,\n
9,16,\n
9,19,\n
9,20,\n
10,1,\n
10,2,\n
10,5,\n
10,7,\n
10,16,\n
10,20,\n
11,1,\n
11,2,\n
11,5,\n
11,6,\n
11,15,\n
11,16,\n
11,20,\n
12,1,\n
12,2,\n
12,3,\n
12,5,\n
12,6,\n
12,15,\n
12,16,\n
12,18,\n
12,19,\n
12,20,\n
13,1,\n
13,2,\n
13,5,\n
13,6,\n
13,15,\n
13,16,\n
13,19,\n
13,20,\n
14,1,\n
14,2,\n
14,5,\n
14,7,\n
14,15,\n
14,17,\n
14,18,\n
14,19,\n
14,20,\n
15,1,\n
15,2,\n
15,7,\n
15,15,\n
15,19,\n
15,20,\n
16,1,\n
16,3,\n
16,7,\n
16,19,\n
16,20,\n
17,1,\n
17,2,\n
17,3,\n
17,7,\n
17,16,\n
17,20,\n
18,1,\n
18,2,\n
18,6,\n
18,19,\n
18,20,\n
19,2,\n
19,5,\n
19,6,\n
19,13,\n
19,15,\n
19,16,\n
19,17,\n
19,18,\n
19,19,\n
19,20,\n
20,1,\n
20,2,\n
20,6,\n
20,13,\n
20,15,\n
20,16,\n
20,18,\n
20,19,\n
20,20,\n
21,1,\n
21,2,\n
21,3,\n
21,7,\n
21,13,\n
21,19,\n
21,20,\n
22,1,\n
22,3,\n
22,5,\n
22,7,\n
22,13,\n
22,19,\n
22,20,\n
23,1,\n
23,3,\n
23,5,\n
23,7,\n
23,13,\n
23,19,\n
23,20,\n
24,1,\n
24,2,\n
24,4,\n
24,7,\n
24,10,\n
24,15,\n
24,16,\n
24,19,\n
25,1,\n
25,2,\n
25,4,\n
25,7,\n
25,10,\n
26,1,\n
26,2,\n
26,6,\n
26,15,\n
26,16,\n
26,19,\n
26,20,\n
27,2,\n
27,5,\n
27,6,\n
27,15,\n
27,16,\n
27,17,\n
27,19,\n
27,20,\n
28,1,\n
28,2,\n
28,4,\n
28,5,\n
28,7,\n
28,8,\n
28,15,\n
28,18,\n
28,19,\n
28,20,\n
29,2,\n
29,5,\n
29,7,\n
29,15,\n
29,16,\n
29,17,\n
29,18,\n
29,19,\n
29,20,\n
30,1,\n
30,2,\n
30,3,\n
30,6,\n
30,15,\n
30,16,\n
30,19,\n
30,20,\n
